repeat,strength_index,renal_effect_sd,method,metric,value,denominator
305,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16489361702127658,188
305,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.804,1000
305,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13829787234042554,188
305,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.808,1000
305,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1276595744680851,188
306,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.822,1000
306,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15384615384615385,195
306,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.82,1000
306,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12307692307692308,195
306,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.818,1000
306,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13333333333333333,195
307,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.803,1000
307,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18604651162790697,172
307,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.804,1000
307,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11627906976744186,172
307,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.807,1000
307,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12209302325581395,172
308,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.782,1000
308,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2411764705882353,170
308,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.794,1000
308,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.17058823529411765,170
308,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.795,1000
308,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.16470588235294117,170
309,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.834,1000
309,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.12804878048780488,164
309,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.833,1000
309,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11585365853658537,164
309,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.83,1000
309,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11585365853658537,164
310,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.821,1000
310,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17222222222222222,180
310,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.82,1000
310,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15,180
310,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.82,1000
310,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.15,180
311,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.81,1000
311,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17258883248730963,197
311,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.813,1000
311,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13705583756345177,197
311,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.814,1000
311,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1319796954314721,197
312,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.8,1000
312,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.21468926553672316,177
312,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.802,1000
312,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14124293785310735,177
312,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.805,1000
312,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14124293785310735,177
313,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.827,1000
313,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17088607594936708,158
313,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.828,1000
313,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13924050632911392,158
313,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.828,1000
313,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13924050632911392,158
314,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.806,1000
314,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18994413407821228,179
314,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.807,1000
314,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15083798882681565,179
314,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.809,1000
314,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.15083798882681565,179
315,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.809,1000
315,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2,155
315,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.814,1000
315,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14193548387096774,155
315,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.812,1000
315,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14193548387096774,155
316,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.819,1000
316,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16666666666666666,168
316,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.817,1000
316,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.125,168
316,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.818,1000
316,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.125,168
317,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.819,1000
317,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17791411042944785,163
317,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.827,1000
317,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12883435582822086,163
317,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.827,1000
317,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12883435582822086,163
318,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.81,1000
318,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15263157894736842,190
318,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.812,1000
318,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12105263157894737,190
318,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.814,1000
318,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12105263157894737,190
319,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.806,1000
319,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.19072164948453607,194
319,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.809,1000
319,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14432989690721648,194
319,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.809,1000
319,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13402061855670103,194
320,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.826,1000
320,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.19170984455958548,193
320,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.836,1000
320,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13989637305699482,193
320,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.836,1000
320,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13989637305699482,193
321,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.792,1000
321,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.14619883040935672,171
321,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.806,1000
321,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.10526315789473684,171
321,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.805,1000
321,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10526315789473684,171
322,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.814,1000
322,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.19760479041916168,167
322,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.81,1000
322,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1437125748502994,167
322,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.81,1000
322,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.16167664670658682,167
323,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.823,1000
323,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18235294117647058,170
323,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.821,1000
323,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.17647058823529413,170
323,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.821,1000
323,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.17647058823529413,170
324,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.797,1000
324,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.19576719576719576,189
324,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.805,1000
324,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12698412698412698,189
324,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.803,1000
324,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14285714285714285,189
325,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.801,1000
325,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.20207253886010362,193
325,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.805,1000
325,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12435233160621761,193
325,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.806,1000
325,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13471502590673576,193
326,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.814,1000
326,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.13609467455621302,169
326,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.81,1000
326,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11834319526627218,169
326,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.81,1000
326,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1242603550295858,169
327,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.811,1000
327,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15555555555555556,180
327,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.812,1000
327,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11666666666666667,180
327,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.813,1000
327,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11666666666666667,180
328,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.803,1000
328,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.22413793103448276,174
328,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.803,1000
328,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14942528735632185,174
328,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.803,1000
328,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14942528735632185,174
329,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.798,1000
329,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.20833333333333334,192
329,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.802,1000
329,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15104166666666666,192
329,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.804,1000
329,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.15104166666666666,192
330,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.83,1000
330,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.12871287128712872,202
330,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.828,1000
330,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1188118811881188,202
330,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.831,1000
330,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1188118811881188,202
331,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.826,1000
331,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1878453038674033,181
331,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.815,1000
331,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1712707182320442,181
331,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.816,1000
331,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.16574585635359115,181
332,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.796,1000
332,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2023121387283237,173
332,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.8,1000
332,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.17341040462427745,173
332,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.801,1000
332,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1676300578034682,173
333,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.787,1000
333,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.22818791946308725,149
333,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.791,1000
333,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.174496644295302,149
333,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.793,1000
333,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1610738255033557,149
334,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.819,1000
334,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17032967032967034,182
334,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.819,1000
334,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09340659340659341,182
334,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.82,1000
334,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.09340659340659341,182
335,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.799,1000
335,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1724137931034483,174
335,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.8,1000
335,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11494252873563218,174
335,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.798,1000
335,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12643678160919541,174
336,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.819,1000
336,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.15384615384615385,169
336,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.824,1000
336,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1301775147928994,169
336,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.825,1000
336,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1301775147928994,169
337,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.807,1000
337,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.22702702702702704,185
337,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.809,1000
337,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.1837837837837838,185
337,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.809,1000
337,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1837837837837838,185
338,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.8,1000
338,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2074468085106383,188
338,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.807,1000
338,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.16489361702127658,188
338,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.808,1000
338,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.16489361702127658,188
339,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.816,1000
339,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16161616161616163,198
339,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.815,1000
339,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12121212121212122,198
339,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.818,1000
339,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12121212121212122,198
340,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.807,1000
340,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1878453038674033,181
340,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.803,1000
340,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.16022099447513813,181
340,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.802,1000
340,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.16574585635359115,181
341,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.823,1000
341,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16477272727272727,176
341,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.813,1000
341,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.125,176
341,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.819,1000
341,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.125,176
342,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.797,1000
342,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18497109826589594,173
342,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.8,1000
342,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15028901734104047,173
342,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.801,1000
342,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14450867052023122,173
343,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.834,1000
343,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16352201257861634,159
343,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.837,1000
343,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14465408805031446,159
343,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.834,1000
343,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14465408805031446,159
344,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.809,1000
344,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.1907514450867052,173
344,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.81,1000
344,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.13872832369942195,173
344,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.808,1000
344,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13872832369942195,173
345,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.808,1000
345,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16842105263157894,190
345,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.809,1000
345,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.12105263157894737,190
345,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.811,1000
345,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.12105263157894737,190
346,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.799,1000
346,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16025641025641027,156
346,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.791,1000
346,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11538461538461539,156
346,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.793,1000
346,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.10256410256410256,156
347,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.797,1000
347,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.18128654970760233,171
347,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.803,1000
347,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11695906432748537,171
347,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.802,1000
347,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1111111111111111,171
348,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.812,1000
348,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16071428571428573,168
348,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.806,1000
348,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.15476190476190477,168
348,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.802,1000
348,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.15476190476190477,168
349,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.839,1000
349,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.12727272727272726,165
349,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.834,1000
349,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09090909090909091,165
349,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.837,1000
349,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.09090909090909091,165
350,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.799,1000
350,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17553191489361702,188
350,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.794,1000
350,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14893617021276595,188
350,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.795,1000
350,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.14893617021276595,188
351,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.815,1000
351,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.17679558011049723,181
351,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.818,1000
351,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.143646408839779,181
351,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.815,1000
351,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.15469613259668508,181
352,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.805,1000
352,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.21714285714285714,175
352,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.799,1000
352,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.17142857142857143,175
352,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.801,1000
352,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.1657142857142857,175
353,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.814,1000
353,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16568047337278108,169
353,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.81,1000
353,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.11242603550295859,169
353,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.811,1000
353,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.11242603550295859,169
354,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.814,1000
354,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.13402061855670103,194
354,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.811,1000
354,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.09278350515463918,194
354,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.811,1000
354,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.09278350515463918,194
355,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.787,1000
355,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.25,180
355,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.792,1000
355,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.2222222222222222,180
355,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.789,1000
355,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.2222222222222222,180
356,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.8,1000
356,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.16666666666666666,198
356,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.801,1000
356,0,0.0,Associative logistic regression (+ kidney status),false_atrial_confounded_competing,0.14646464646464646,198
356,0,0.0,Structural causal model (counterfactual),true_mechanism_accuracy,0.802,1000
356,0,0.0,Structural causal model (counterfactual),false_atrial_confounded_competing,0.13636363636363635,198
357,0,0.0,Associative logistic regression (biomarkers only),true_mechanism_accuracy,0.796,1000
357,0,0.0,Associative logistic regression (biomarkers only),false_atrial_confounded_competing,0.2,175
357,0,0.0,Associative logistic regression (+ kidney status),true_mechanism_accuracy,0.802,1000
